Artist,Track,Energy,Valence,Url_youtube
Mohammed Rafi,Chup Gaye Sare Nazare,0.548,0.586,https://www.youtube.com/watch?v=Kjkg9NlUpeM
Ol' Dirty Bastard,Shimmy Shimmy Ya,0.481,0.193,https://www.youtube.com/watch?v=h2zgB93KANE
Ol' Dirty Bastard,Got Your Money (feat. Kelis),0.459,0.697,https://www.youtube.com/watch?v=XXTzm5GtqVo
Ol' Dirty Bastard,Brooklyn Zoo,0.701,0.618,https://www.youtube.com/watch?v=GRblYfKwa88
Ol' Dirty Bastard,Hippa to da Hoppa,0.364,0.241,https://www.youtube.com/watch?v=VjnuLgBRpsA
Ol' Dirty Bastard,"Intoxicated (feat. Raekwon, Method Man & Macy Gray)",0.57,0.766,https://www.youtube.com/watch?v=hTfLCA1Kjso
Ol' Dirty Bastard,High In The Clouds,0.797,0.793,https://www.youtube.com/watch?v=ATxdMWEAjT0
Ol' Dirty Bastard,Baby C'mon,0.389,0.255,https://www.youtube.com/watch?v=VV0ghFUMhFE
Ol' Dirty Bastard,Proteck Ya Neck II the Zoo,0.525,0.217,https://www.youtube.com/watch?v=i37OxPtzcV8
Ol' Dirty Bastard,Raw Hide,0.533,0.454,https://www.youtube.com/watch?v=bPxXe8LCvI8
Ol' Dirty Bastard,Old Man,0.826,0.504,https://www.youtube.com/watch?v=vouArzKGeNc
Sukhwinder Singh,Haule Haule,0.776,0.96,https://www.youtube.com/watch?v=XgdY_s1LsZc
Sukhwinder Singh,Gallan Goodiyaan,0.858,0.949,https://www.youtube.com/watch?v=jCEdTq3j-0U
Sukhwinder Singh,Taal Se Taal - Western Version,0.72,0.492,https://www.youtube.com/watch?v=VLYL9AzLg5U
Sukhwinder Singh,"Chaiyya Chaiyya (From ""Dil Se"")",0.579,0.481,https://www.youtube.com/watch?v=lQKNOtjYWwU
Sukhwinder Singh,"Kar Har Maidaan Fateh (From ""Sanju"")",0.821,0.184,
Sukhwinder Singh,Ramta Jogi,0.636,0.799,https://www.youtube.com/watch?v=_yuhV3udQ3o
Sukhwinder Singh,Jungle Mein Kaand,0.886,0.786,https://www.youtube.com/watch?v=XV0ipkJcvjQ
Sukhwinder Singh,Arjunar Villu,0.948,0.537,https://www.youtube.com/watch?v=JIc0b7fToA8
Sukhwinder Singh,Dard - E - Disco,0.839,0.679,https://www.youtube.com/watch?v=cKs83ZQxYKA
Sukhwinder Singh,Phir Dhan Te Nan,0.792,0.383,https://www.youtube.com/watch?v=5mx6RN2CV_I
Burl Ives,A Holly Jolly Christmas,0.375,0.888,https://www.youtube.com/watch?v=e_AMTbO50vU
Burl Ives,Rudolph The Red-Nosed Reindeer,0.275,0.806,https://www.youtube.com/watch?v=UjyKUthmIqM
Burl Ives,"A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",0.377,0.73,https://www.youtube.com/watch?v=e_AMTbO50vU
Burl Ives,Rudolph The Red-Nosed Reindeer - Finale,0.288,0.877,https://www.youtube.com/watch?v=QIODDBdplUM
Burl Ives,"Silver And Gold - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",0.239,0.295,https://www.youtube.com/watch?v=7t6DhAkhpq8
Burl Ives,"Overture And A Holly Jolly Christmas - From ""Rudolph The Red-Nosed Reindeer"" Soundtrack",0.191,0.296,https://www.youtube.com/watch?v=xF6E0o75TYw
Burl Ives,It Came Upon A Midnight Clear,0.215,0.343,https://www.youtube.com/watch?v=lnHbSh7Vqig
Burl Ives,Silver Bells,0.186,0.571,https://www.youtube.com/watch?v=581GWU6F3KM
Burl Ives,Santa Claus Is Coming To Town,0.259,0.571,https://www.youtube.com/watch?v=z199Z4tdkCU
Burl Ives,A Holly Jolly Christmas,0.365,0.865,https://www.youtube.com/watch?v=e_AMTbO50vU
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 06,0.391,0.541,https://www.youtube.com/watch?v=mExw01TFo64
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 10,0.326,0.485,https://www.youtube.com/watch?v=iF6_bm9eSyE
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 08,0.383,0.554,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 09,0.328,0.582,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 07,0.301,0.545,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 05,0.351,0.482,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 11,0.447,0.625,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 04,0.339,0.596,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 12,0.451,0.488,https://www.youtube.com/watch?v=yB7OzAm5M08
Fünf Freunde,152 - und das Geheimnis der Kelly Brüder - Teil 02,0.521,0.566,https://www.youtube.com/watch?v=yB7OzAm5M08
Shaan,Chand Sifarish,0.665,0.861,https://www.youtube.com/watch?v=zWEOx7TSM6I
Shaan,Jab Se Tere Naina,0.653,0.678,https://www.youtube.com/watch?v=3XtUEgQLI5Y
Shaan,Aao Milo Chalo,0.787,0.49,https://www.youtube.com/watch?v=Mo5tQDcs__g
Shaan,Woh Ladki Hai Kahan,0.677,0.858,https://www.youtube.com/watch?v=IIg8H60bRJo
Shaan,Behti Hawa Sa Tha Woh,0.474,0.379,https://www.youtube.com/watch?v=ewvddSUEONQ
Shaan,My Dil Goes Mmmm,0.797,0.706,https://www.youtube.com/watch?v=fV4x7OCqFLA
Shaan,It's the Time to Disco,0.772,0.808,https://www.youtube.com/watch?v=M03GOY5eINg
Shaan,Deewangi Deewangi,0.918,0.927,https://www.youtube.com/watch?v=VzLG6OqOcn8
Shaan,Dus Bahane,0.917,0.874,https://www.youtube.com/watch?v=qE3DfF66DNA
Shaan,You're My Love,0.916,0.941,https://www.youtube.com/watch?v=dBUxfFoQpuo
Sadhana Sargam,Pehla Nasha,0.34,0.516,https://www.youtube.com/watch?v=rQb84lpsSqU
Sadhana Sargam,Maahi Ve,0.833,0.563,https://www.youtube.com/watch?v=5yETEdm9StY
Sadhana Sargam,Manmadhane Nee,0.772,0.429,https://www.youtube.com/watch?v=iDqvHRhQdyk
Sadhana Sargam,"Vennilave (From ""Minsara Kanavu"")",0.319,0.655,https://www.youtube.com/watch?v=3TVvRETczto
Sadhana Sargam,"Saat Samundar Paar (From ""Vishwatma"")",0.805,0.821,https://www.youtube.com/watch?v=dZM7TxBwAwY
Sadhana Sargam,"Merke Merke ( From"" Kanda Naal Mudhalai"")",0.608,0.536,https://www.youtube.com/watch?v=v2pfNAPmNck
Sadhana Sargam,Akkam Pakkam,0.628,0.588,https://www.youtube.com/watch?v=dCojZqMKKrQ
Sadhana Sargam,Vennelave Vennelave,0.19,0.54,https://www.youtube.com/watch?v=M7fAEnfH5tw
Sadhana Sargam,Salaam-E-Ishq,0.796,0.757,https://www.youtube.com/watch?v=zns53qYaQIo
Sadhana Sargam,"Jab Koi Baat Bigad Jaye (From ""Jurm"")",0.716,0.808,https://www.youtube.com/watch?v=vgL_y1rDeuE
Ray Charles,Hit the Road Jack,0.571,0.962,https://www.youtube.com/watch?v=CyVuYAHiZb8
Ray Charles,I've Got a Woman,0.61,0.665,https://www.youtube.com/watch?v=CnI_LuCJ4Ek
Ray Charles,"Hallelujah, I Love Her So",0.547,0.623,https://www.youtube.com/watch?v=v-JsqKlVVGk
Ray Charles,I Can't Stop Loving You,0.279,0.377,https://www.youtube.com/watch?v=w-YqaTDDCDM
Ray Charles,Georgia on My Mind,0.323,0.281,https://www.youtube.com/watch?v=ggGzE5KfCio
Ray Charles,"What'd I Say, Pt. 1 & 2",0.681,0.794,https://www.youtube.com/watch?v=EPLZL4s_jtI
Ray Charles,Here We Go Again,0.298,0.391,https://www.youtube.com/watch?v=yNDUU4gHCuE
Ray Charles,Mess Around,0.962,0.906,https://www.youtube.com/watch?v=tk_xapZSO6g
Ray Charles,Fever,0.417,0.331,https://www.youtube.com/watch?v=LvYUA6dtjE4
Ray Charles,Come Rain or Come Shine,0.216,0.283,https://www.youtube.com/watch?v=Pxs3jGy9k9w
Deep Purple,Smoke on the Water,0.586,0.89,https://www.youtube.com/watch?v=eu5lv2Umn3M
Deep Purple,Highway Star,0.895,0.544,https://www.youtube.com/watch?v=UAKCR7kQMTQ
Deep Purple,Perfect Strangers,0.721,0.611,https://www.youtube.com/watch?v=gZ_kez7WVUU
Deep Purple,Soldier of Fortune,0.274,0.228,https://www.youtube.com/watch?v=cdJHRkVU1P0
Deep Purple,When a Blind Man Cries - B-Side; 2012 Remaster,0.271,0.216,https://www.youtube.com/watch?v=xI8B5VCOKbo
Deep Purple,Child in Time,0.461,0.351,https://www.youtube.com/watch?v=4wAPTsjhrjM
Deep Purple,Hush,0.664,0.164,https://www.youtube.com/watch?v=u1kZ9zYr7kk
Deep Purple,Burn - 2002 Remaster,0.938,0.604,https://www.youtube.com/watch?v=LCnebZnysmI
Deep Purple,Black Night,0.787,0.812,https://www.youtube.com/watch?v=vuxljLxapLU
Deep Purple,Knocking At Your Back Door,0.818,0.525,https://www.youtube.com/watch?v=G7GERh0sQzY
Judas Priest,Breaking the Law,0.961,0.491,https://www.youtube.com/watch?v=L397TWLwrUU
Judas Priest,Painkiller,0.987,0.101,https://www.youtube.com/watch?v=nM__lPTWThU
Judas Priest,You've Got Another Thing Coming,0.833,0.532,https://www.youtube.com/watch?v=coA75uoMF40
Judas Priest,Living After Midnight,0.824,0.819,https://www.youtube.com/watch?v=9VVFNgbsDC4
Judas Priest,Electric Eye,0.948,0.361,https://www.youtube.com/watch?v=yMVV_HsHcX0
Judas Priest,Turbo Lover - Remastered,0.876,0.746,https://www.youtube.com/watch?v=JhY9GOhFwN4
Judas Priest,Angel,0.441,0.204,https://www.youtube.com/watch?v=Oe5EQMcfbQk
Judas Priest,Beyond the Realms of Death,0.716,0.544,https://www.youtube.com/watch?v=t710WSa01N8
Judas Priest,Night Crawler,0.981,0.102,https://www.youtube.com/watch?v=SLPRrQfqKv8
Judas Priest,No Surrender,0.897,0.709,https://www.youtube.com/watch?v=vMU804-bjQA
No Doubt,Don't Speak,0.709,0.536,https://www.youtube.com/watch?v=TR3Vdo5etCQ
No Doubt,Just A Girl,0.906,0.767,https://www.youtube.com/watch?v=PHzOOQfhPFg
No Doubt,Hella Good,0.665,0.838,https://www.youtube.com/watch?v=QtTj4cramPM
No Doubt,Underneath It All,0.731,0.838,https://www.youtube.com/watch?v=RvuVFHTvdaY
No Doubt,It's My Life,0.75,0.771,https://www.youtube.com/watch?v=ubvV498pyIM
No Doubt,Spiderwebs,0.852,0.663,https://www.youtube.com/watch?v=6ZktNItwexo
No Doubt,Sunday Morning,0.806,0.779,https://www.youtube.com/watch?v=PiBX-ESFDF0
No Doubt,Hey Baby,0.872,0.75,https://www.youtube.com/watch?v=wt1YkGO2Ieo
No Doubt,Ex-Girlfriend,0.907,0.654,https://www.youtube.com/watch?v=8Yqru5UXWGY
No Doubt,Bathwater,0.732,0.619,https://www.youtube.com/watch?v=8k_g9hDeOic
Jarabe De Palo,La flaca,0.481,0.664,https://www.youtube.com/watch?v=r2g0pM3PMNQ
Jarabe De Palo,Agua,0.358,0.742,https://www.youtube.com/watch?v=wNFBZItdoX4
Jarabe De Palo,El lado oscuro,0.723,0.748,https://www.youtube.com/watch?v=jW89DwNY3Os
Jarabe De Palo,Depende,0.534,0.524,https://www.youtube.com/watch?v=cf_ITVX7qCg
Jarabe De Palo,Bonito,0.965,0.741,https://www.youtube.com/watch?v=xxhET61yB1A
Jarabe De Palo,Eso Que Tú Me Das,0.804,0.836,https://www.youtube.com/watch?v=hE6CsyWv8Zs
Jarabe De Palo,Grita,0.694,0.292,https://www.youtube.com/watch?v=21TfnF4m7os
Jarabe De Palo,La Quiero A Morir,0.58,0.12,https://www.youtube.com/watch?v=iK_5t_vHHok
Jarabe De Palo,La chica de Ipanema,0.613,0.812,https://www.youtube.com/watch?v=XnQ_AOBBstU
Jarabe De Palo,Me gusta como eres,0.43,0.179,https://www.youtube.com/watch?v=hAxiPFE6pqM
Kool & The Gang,Celebration,0.664,0.906,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Get Down On It - Single Version,0.56,0.969,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Celebration - Single Version,0.837,0.947,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Cherish - Single Version,0.568,0.434,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Get Down On It,0.389,0.968,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Fresh,0.381,0.95,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Jungle Boogie,0.85,0.717,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Ladies Night - Single Version,0.777,0.92,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Summer Madness,0.327,0.454,https://www.youtube.com/watch?v=s09LuDYX12g
Kool & The Gang,Hollywood Swinging,0.824,0.574,https://www.youtube.com/watch?v=s09LuDYX12g
Erik Satie,Gymnopédie No. 1,0.0127,0.356,https://www.youtube.com/watch?v=S-Xm7s9eGxU
Erik Satie,Satie / Orch. Ducros: Gymnopédie No. 1,0.0183,0.039,https://www.youtube.com/watch?v=S-Xm7s9eGxU
Erik Satie,Gnossienne No. 1,0.00579,0.0369,https://www.youtube.com/watch?v=PLFVGwGQcB0
Erik Satie,Enfantillages pittoresques: II. Berceuse,0.00217,0.473,https://www.youtube.com/watch?v=ZVYNFg1G0x8
Erik Satie,Gnossienne: No. 1,0.00798,0.0794,https://www.youtube.com/watch?v=PLFVGwGQcB0
Erik Satie,Gnossienne: No.1 (Satie Reworks) - Spotify Singles,0.0708,0.188,https://www.youtube.com/watch?v=PErbSeBCjdY
Erik Satie,3 Gymnopédies: No. 1 Lent et douloureux,0.00399,0.182,https://www.youtube.com/watch?v=S-Xm7s9eGxU
Erik Satie,Gnossienne No. 1 (Arr. Kleynjans),0.0123,0.0727,https://www.youtube.com/watch?v=OnFuSC0Q_Ig
Erik Satie,Gymnopédie No. 3,0.00766,0.575,https://www.youtube.com/watch?v=jVLsLT6cvJ4
Erik Satie,"Mercure, Scene 1: La nuit",0.00194,0.0495,https://www.youtube.com/watch?v=RTG27pDieT0
Mobb Deep,"Shook Ones, Pt. II",0.786,0.504,https://www.youtube.com/watch?v=yoYZf-lBF_U
Mobb Deep,Survival of the Fittest,0.703,0.241,https://www.youtube.com/watch?v=Dz5VzLz67WA
Mobb Deep,Hell on Earth (Front Lines),0.658,0.661,https://www.youtube.com/watch?v=-lonWMzBKdU
Mobb Deep,Quiet Storm,0.728,0.403,https://www.youtube.com/watch?v=splv6HpkIIM
Mobb Deep,Give Up the Goods (Just Step) (feat. Big Noyd),0.597,0.528,https://www.youtube.com/watch?v=qyMnON6tzpM
Mobb Deep,Temperature's Rising (feat. Crystal Johnson),0.823,0.719,https://www.youtube.com/watch?v=51qX7C3KAXE
Mobb Deep,The Wise & Lakid,0.633,0.28,https://www.youtube.com/watch?v=Dtkr3Iwas3c
Mobb Deep,"Shook Ones, Pt. II - Instrumental",0.778,0.642,https://www.youtube.com/watch?v=_0d_FF2009k
Mobb Deep,Quiet Storm (feat. Lil' Kim) - Remix,0.79,0.411,https://www.youtube.com/watch?v=splv6HpkIIM
Mobb Deep,Eye for a Eye (Your Beef Is Mines) (feat. Nas & Raekwon),0.548,0.262,https://www.youtube.com/watch?v=OOPjFkVJbew
Creed,One Last Breath,0.677,0.195,https://www.youtube.com/watch?v=qnkuBUAwfe0
Creed,My Sacrifice,0.88,0.257,https://www.youtube.com/watch?v=O-fyNgHdmLI
Creed,Higher,0.83,0.431,https://www.youtube.com/watch?v=J16lInLZRms
Creed,With Arms Wide Open,0.539,0.141,https://www.youtube.com/watch?v=99j0zLuNhi8
Creed,My Own Prison,0.778,0.284,https://www.youtube.com/watch?v=iBBqjGd3fHQ
Creed,With Arms Wide Open - New Version With Strings,0.695,0.165,https://www.youtube.com/watch?v=CHktgegKEwo
Creed,Don't Stop Dancing,0.576,0.139,https://www.youtube.com/watch?v=As8gVOUzLCc
Creed,What If,0.895,0.246,https://www.youtube.com/watch?v=BkHjFzw1TUg
Creed,One,0.933,0.435,https://www.youtube.com/watch?v=wa5shaaC5pM
Creed,On My Sleeve,0.911,0.221,https://www.youtube.com/watch?v=0T2jfjUehd8
Los Fabulosos Cadillacs,Vasos Vacíos - Remasterizado 2008,0.672,0.963,https://www.youtube.com/watch?v=8Zdhan166z0
Los Fabulosos Cadillacs,Siguiendo la Luna - Remasterizado 2008,0.602,0.832,https://www.youtube.com/watch?v=cl5HbmhEUBM
Los Fabulosos Cadillacs,El Matador,0.913,0.641,https://www.youtube.com/watch?v=pjPA7CXutDw
Los Fabulosos Cadillacs,Mal Bicho - Remasterizado 2008,0.939,0.735,https://www.youtube.com/watch?v=P_6V-JTGn_M
Los Fabulosos Cadillacs,"Manuel Santillán, el León (Versión Reggae) - Remasterizado 2008",0.849,0.958,https://www.youtube.com/watch?v=NhsUcmV32HY
Los Fabulosos Cadillacs,Padre Nuestro,0.602,0.715,https://www.youtube.com/watch?v=KcKMKVBEYME
Los Fabulosos Cadillacs,Demasiada Presión - Remasterizado 2008,0.922,0.904,https://www.youtube.com/watch?v=s3SO1j06oSA
Los Fabulosos Cadillacs,Calaveras Y Diablitos - Versión Remasterizada 2008,0.437,0.819,https://www.youtube.com/watch?v=UUc1PheN2wM
Los Fabulosos Cadillacs,El Satánico Dr. Cadillac,0.868,0.831,https://www.youtube.com/watch?v=RytH1k3-moc
Los Fabulosos Cadillacs,La Parte de Adelante,0.679,0.79,https://www.youtube.com/watch?v=nrLPFOOte3o
TheFatRat,Fly Away,0.581,0.212,https://www.youtube.com/watch?v=cMg8KaMdDYo
TheFatRat,Rise Up,0.694,0.578,https://www.youtube.com/watch?v=-dokdy9S_XM
TheFatRat,Back One Day (Outro Song),0.659,0.186,https://www.youtube.com/watch?v=2QdPxdcMhFQ
TheFatRat,Stronger,0.916,0.513,https://www.youtube.com/watch?v=1EmuzAK55AA
TheFatRat,Xenogenesis,0.608,0.088,https://www.youtube.com/watch?v=2Ax_EIb1zks
TheFatRat,Unity,0.88,0.565,https://www.youtube.com/watch?v=n8X9_MgEdCg
TheFatRat,Monody (feat. Laura Brehm),0.69,0.224,https://www.youtube.com/watch?v=qZKCh4Uuw1w
TheFatRat,We'll Meet Again,0.715,0.627,https://www.youtube.com/watch?v=iQ-HcrFvZZE
TheFatRat,Close To The Sun,0.884,0.355,https://www.youtube.com/watch?v=oJuGlqO85YI
TheFatRat,The Storm,0.735,0.402,https://www.youtube.com/watch?v=L4bZRIwI-QA
A Tribe Called Quest,Can I Kick It?,0.666,0.744,https://www.youtube.com/watch?v=7D_JwgIM-y4
A Tribe Called Quest,Electric Relaxation,0.534,0.841,https://www.youtube.com/watch?v=WHRnvjCkTsw
A Tribe Called Quest,Check the Rhime,0.361,0.799,https://www.youtube.com/watch?v=1QWEPdgS3As
A Tribe Called Quest,Award Tour,0.6,0.555,https://www.youtube.com/watch?v=P800UWoE9xs
A Tribe Called Quest,Find a Way,0.581,0.711,https://www.youtube.com/watch?v=1v83PO_hxf0
A Tribe Called Quest,The Hop,0.517,0.616,https://www.youtube.com/watch?v=Q35rmVFI02Y
A Tribe Called Quest,Jazz (We've Got),0.479,0.72,https://www.youtube.com/watch?v=cxN4nKk2cfk
A Tribe Called Quest,Scenario - LP Mix,0.6,0.633,https://www.youtube.com/watch?v=Q6TLWqn82J4
A Tribe Called Quest,Buggin' Out,0.419,0.576,https://www.youtube.com/watch?v=cxN4nKk2cfk
A Tribe Called Quest,Excursions,0.608,0.707,https://www.youtube.com/watch?v=NZWS6CITutY
Hardwell,Satisfaction - Hardwell & Maddix Remix,0.896,0.141,https://www.youtube.com/watch?v=t4QkVN324ms
Hardwell,I FEEL LIKE DANCING,0.966,0.193,https://www.youtube.com/watch?v=AczHFuSDZ0o
Hardwell,Nothing Else Matters vs F*CKING SOCIETY - Hardwell Mashup,0.854,0.0331,https://www.youtube.com/watch?v=xwZWPZo1j1Y
Hardwell,Don't Let Me Down (feat. Daya) - Hardwell & Sephyx Remix,0.897,0.283,https://www.youtube.com/watch?v=yHd_aD8Hmfw
Hardwell,Power,0.907,0.21,https://www.youtube.com/watch?v=J701ucIsrrk
Hardwell,Bella Ciao,0.892,0.23,https://www.youtube.com/watch?v=0bmE9XY3sOc
Hardwell,Live The Night,0.968,0.211,https://www.youtube.com/watch?v=30RJIwwH2Zg
Hardwell,Call Me A Spaceman,0.878,0.35,https://www.youtube.com/watch?v=ppy-fgbPn2s
Hardwell,Take Me Away Again,0.743,0.118,https://www.youtube.com/watch?v=joZ_EiLP8Rk
Hardwell,Unity,0.912,0.191,https://www.youtube.com/watch?v=rLlZE_G_fXo
Erykah Badu,On & On,0.403,0.346,https://www.youtube.com/watch?v=-CPCs7vVz6s
Erykah Badu,Didn't Cha Know,0.472,0.816,https://www.youtube.com/watch?v=Np21rH7Ldto
Erykah Badu,Next Lifetime,0.413,0.339,https://www.youtube.com/watch?v=07uSAIcXFmg
Erykah Badu,Appletree,0.45,0.619,https://www.youtube.com/watch?v=T67cJLg8kpM
Erykah Badu,Window Seat,0.535,0.564,https://www.youtube.com/watch?v=9hVp47f5YZg
Erykah Badu,I'll Call U Back,0.445,0.767,https://www.youtube.com/watch?v=za_YSR4JK7I
Erykah Badu,Other Side Of The Game,0.253,0.186,https://www.youtube.com/watch?v=3qpyDUfMq-8
Erykah Badu,Bag Lady,0.416,0.578,https://www.youtube.com/watch?v=OqN0jsSeqPo
Erykah Badu,Tyrone - Live,0.598,0.353,https://www.youtube.com/watch?v=YY2-mrsXgMM
Erykah Badu,...& On,0.343,0.724,https://www.youtube.com/watch?v=lJZhX-z0puo
Don Diablo,Hot Air Balloon,0.71,0.572,https://www.youtube.com/watch?v=iqJKohK2f8g
Don Diablo,Bad,0.738,0.666,https://www.youtube.com/watch?v=gYJg2ISYMbc
Don Diablo,My Feelings For You - Don Diablo Remix,0.896,0.133,https://www.youtube.com/watch?v=78z6Sp0axo4
Don Diablo,Levitating (feat. DaBaby) - Don Diablo Remix,0.917,0.387,https://www.youtube.com/watch?v=IFQXALpaEwM
Don Diablo,Journey (Take Me Where You Wanna),0.73,0.367,https://www.youtube.com/watch?v=UhU8ahE7qFc
Don Diablo,No Piensa,0.651,0.289,https://www.youtube.com/watch?v=jbP528DbBaU
Don Diablo,All That You Need,0.714,0.284,https://www.youtube.com/watch?v=LuWZLmKvoY0
Don Diablo,2 Things,0.813,0.234,https://www.youtube.com/watch?v=cNJxacioihE
Don Diablo,Day & Nite,0.615,0.259,https://www.youtube.com/watch?v=TEYgQVbiI9w
Don Diablo,"Survive (feat. Emeli Sandé, Gucci Mane)",0.772,0.364,https://www.youtube.com/watch?v=loB1bMXzvJ4
Pet Shop Boys,Always on My Mind - 2003 Remaster,0.889,0.579,https://www.youtube.com/watch?v=wDe60CbIagg
Pet Shop Boys,West End Girls - 2018 Remaster,0.914,0.576,https://www.youtube.com/watch?v=p3j2NYZ8FKs
Pet Shop Boys,It's a Sin - 2018 Remaster,0.86,0.284,https://www.youtube.com/watch?v=dRHetRTOD1Q
Pet Shop Boys,Go West - 2003 Remaster,0.951,0.444,https://www.youtube.com/watch?v=LNBjMRvOB5M
Pet Shop Boys,Domino Dancing - 2003 Remaster,0.978,0.749,https://www.youtube.com/watch?v=ik2YF05iX2w
Pet Shop Boys,What Have I Done to Deserve This? (with Dusty Springfield) - 2018 Remaster,0.871,0.928,https://www.youtube.com/watch?v=Wn9E5i7l-Eg
Pet Shop Boys,New York City Boy - 2017 Remaster,0.991,0.86,https://www.youtube.com/watch?v=cpk8ym8iqWU
Pet Shop Boys,Heart - 2018 Remaster,0.894,0.558,https://www.youtube.com/watch?v=wTkfK2g4pKI
Pet Shop Boys,Rent - 2018 Remaster,0.747,0.785,https://www.youtube.com/watch?v=8v-jX3d_jto
Pet Shop Boys,Se a Vida E (That's the Way Life Is) - 2018 Remaster,0.838,0.59,https://www.youtube.com/watch?v=rLV52d7J8rA
Modern Talking,Cheri Cheri Lady,0.616,0.851,https://www.youtube.com/watch?v=eNvUS-6PTbs
Modern Talking,Brother Louie,0.836,0.831,https://www.youtube.com/watch?v=Lp2qcCrdBLA
Modern Talking,"You're My Heart, You're My Soul",0.541,0.79,https://www.youtube.com/watch?v=4kHl4FoK1Ys
Modern Talking,Brother Louie Mix '98 (feat. Eric Singleton) - Radio Edit,0.971,0.969,https://www.youtube.com/watch?v=K5DALXwOe0s
Modern Talking,"You're My Heart, You're My Soul '98",0.938,0.967,https://www.youtube.com/watch?v=u6EdMjo8d18
Modern Talking,Atlantis Is Calling (S.O.S. for Love),0.64,0.731,https://www.youtube.com/watch?v=CB57CuT4smM
Modern Talking,Geronimo's Cadillac,0.785,0.722,https://www.youtube.com/watch?v=A5C8AC6V2KQ
Modern Talking,You Can Win If You Want,0.842,0.761,https://www.youtube.com/watch?v=byXKpRKc-Jo
Modern Talking,Cheri Cheri Lady - New Version,0.958,0.95,https://www.youtube.com/watch?v=eNvUS-6PTbs
Modern Talking,Sexy Sexy Lover - Vocal Version,0.987,0.959,https://www.youtube.com/watch?v=KoqYHDiB6ew
Godsmack,I Stand Alone,0.92,0.376,https://www.youtube.com/watch?v=OYjZK_6i37M
Godsmack,Awake,0.756,0.475,https://www.youtube.com/watch?v=opU1urLhw50
Godsmack,Bulletproof,0.91,0.644,https://www.youtube.com/watch?v=wKdOrFGojQE
Godsmack,Cryin' Like A Bitch!!,0.808,0.472,https://www.youtube.com/watch?v=0eXIOK2vOhM
Godsmack,Voodoo,0.613,0.853,https://www.youtube.com/watch?v=9SSUQxGjZZ4
Godsmack,When Legends Rise,0.916,0.401,https://www.youtube.com/watch?v=J9jKQulDRCQ
Godsmack,Whatever,0.882,0.595,https://www.youtube.com/watch?v=ME3Ahe8z16k
Godsmack,Love-Hate-Sex-Pain,0.911,0.47,https://www.youtube.com/watch?v=A9YJv8mq1kM
Godsmack,Under Your Scars,0.764,0.219,https://www.youtube.com/watch?v=ng7QrYgdItQ
Godsmack,Surrender,0.949,0.724,https://www.youtube.com/watch?v=JVI04HRxVrE
George Harrison,My Sweet Lord - Remastered 2014,0.701,0.583,https://www.youtube.com/watch?v=04v-SdKeEpE
George Harrison,Got My Mind Set On You - Remastered 2004,0.854,0.963,https://www.youtube.com/watch?v=6ZwjdGSqO0k
George Harrison,What Is Life - Remastered 2014,0.833,0.884,https://www.youtube.com/watch?v=fiH9edd25Bc
George Harrison,Give Me Love (Give Me Peace On Earth),0.57,0.631,https://www.youtube.com/watch?v=EjHLxTGn--s
George Harrison,If Not For You - Remastered 2014,0.755,0.867,https://www.youtube.com/watch?v=eDAaKxlaBQ4
George Harrison,I'd Have You Anytime - Remastered 2014,0.345,0.245,https://www.youtube.com/watch?v=ZI64iGZkoks
George Harrison,All Things Must Pass - Remastered 2014,0.569,0.441,https://www.youtube.com/watch?v=QWV4pFV5nX4
George Harrison,Run Of The Mill - Remastered 2014,0.639,0.806,https://www.youtube.com/watch?v=h_9RFTN2ikU
George Harrison,"My Back Pages - Live at Madison Square Garden, New York, NY - October 1992",0.867,0.318,https://www.youtube.com/watch?v=rEoZfu-XNZc
George Harrison,Isn't It A Pity - Remastered 2014,0.653,0.285,https://www.youtube.com/watch?v=lIbVWNy7HBk
