Artist,Track,Energy,Valence,Url_youtube
Usher,Love in This Club (feat. Young Jeezy),0.712,0.346,https://www.youtube.com/watch?v=cB5e0zHRzHc
Usher,U Remind Me,0.629,0.726,https://www.youtube.com/watch?v=Bxau9B3jOHM
Usher,U Got It Bad,0.5,0.649,https://www.youtube.com/watch?v=o3IWTfcks4k
Usher,Burn,0.477,0.685,https://www.youtube.com/watch?v=t5XNWFw5HVw
Usher,Come Thru (with Usher),0.728,0.46,https://www.youtube.com/watch?v=BOaJloEPUCg
Usher,Confessions Part II,0.467,0.702,https://www.youtube.com/watch?v=5Sy19X0xxrM
Vicente Fernández,Un Millón de Primaveras,0.341,0.822,https://www.youtube.com/watch?v=M3CbRJ6jgQc
Vicente Fernández,Acá Entre Nos,0.334,0.47,https://www.youtube.com/watch?v=_9-oddWM_9k
Vicente Fernández,Estos Celos,0.324,0.385,https://www.youtube.com/watch?v=x07SLQtlypo
Vicente Fernández,Mujeres Divinas,0.296,0.577,https://www.youtube.com/watch?v=xa2GLqL12Zk
Vicente Fernández,Hermoso Cariño,0.425,0.409,https://www.youtube.com/watch?v=oq70h9XBj_0
Vicente Fernández,La Diferencia,0.277,0.534,https://www.youtube.com/watch?v=pIlo3v6C6xo
Vicente Fernández,"Volver, Volver",0.351,0.471,https://www.youtube.com/watch?v=ugNQ5uIN09Q
Vicente Fernández,Qué de Raro Tiene,0.356,0.542,https://www.youtube.com/watch?v=9xbGUd6H4WA
Vicente Fernández,No Me Sé Rajar,0.539,0.896,https://www.youtube.com/watch?v=LIaQ7cWKOVw
Vicente Fernández,De Qué Manera Te Olvido,0.451,0.455,https://www.youtube.com/watch?v=uJYH1rMb988
Alejandro Fernández,Me Dediqué a Perderte,0.442,0.465,https://www.youtube.com/watch?v=05dcxPp62BQ
Alejandro Fernández,Inexperto En Olvidarte,0.548,0.714,https://www.youtube.com/watch?v=xv10AbmoZsU
Alejandro Fernández,El Ultimo Adiós - Varios Artistas Version,0.572,0.285,https://www.youtube.com/watch?v=zxG1Yj1Si58
Alejandro Fernández,Sé Que Te Duele,0.855,0.777,https://www.youtube.com/watch?v=4d_UM_2UORo
Alejandro Fernández,Me Hace Tanto Bien,0.764,0.573,https://www.youtube.com/watch?v=6r8mlDvfyZI
Alejandro Fernández,Mariposa Traicionera,0.647,0.815,https://www.youtube.com/watch?v=FT8HG4EOn9o
Alejandro Fernández,Hoy Tengo Ganas De Ti,0.459,0.245,https://www.youtube.com/watch?v=Z81hsLIY1sQ
Alejandro Fernández,Canta Corazón,0.715,0.832,
Alejandro Fernández,Caballero,0.418,0.518,https://www.youtube.com/watch?v=HchFhmF2734
Alejandro Fernández,Como Quien Pierde una Estrella,0.35,0.568,https://www.youtube.com/watch?v=MXlwuZ_nEk0
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),0.549,0.605,https://www.youtube.com/watch?v=dBrRBZy8OTs
T-Pain,Bartender (feat. Akon),0.391,0.436,https://www.youtube.com/watch?v=Lt2wjJlP2N4
T-Pain,I'm Sprung,0.327,0.195,https://www.youtube.com/watch?v=rxRvDpF2FDA
T-Pain,Up Down (Do This All Day) (feat. B.o.B),0.498,0.464,https://www.youtube.com/watch?v=45Q4Zk3CN8k
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),0.368,0.467,https://www.youtube.com/watch?v=QjgZZGo881E
T-Pain,Best Love Song,0.711,0.679,https://www.youtube.com/watch?v=_wmD3M-BfVo
T-Pain,Jerry Sprunger (with T-Pain),0.746,0.449,https://www.youtube.com/watch?v=D9Q3ojqDsRg
T-Pain,Turn All the Lights On (feat. Ne-Yo),0.805,0.722,https://www.youtube.com/watch?v=iil7NdI2Q9c
T-Pain,Booty Wurk (One Cheek At a Time) (feat. Joey Galaxy),0.689,0.874,https://www.youtube.com/watch?v=L-VnjtQhKc0
T-Pain,I Like Dat,0.491,0.337,https://www.youtube.com/watch?v=UJtjoQ5TcVI
Johann Sebastian Bach,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",0.109,0.307,https://www.youtube.com/watch?v=1prweT95Mo0
Johann Sebastian Bach,"Suite No. 3 in D Major, BWV 1068: II. Air",0.0846,0.0586,https://www.youtube.com/watch?v=pzlw6fUux4o
Johann Sebastian Bach,"Goldberg Variations, BWV 988: Aria",0.0139,0.244,https://www.youtube.com/watch?v=55hk75OgWDg
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1, BWV 846-869 / Prelude & Fugue in C Major, BWV 846: I. Prelude",0.126,0.216,https://www.youtube.com/watch?v=gVah1cr3pU0
Johann Sebastian Bach,"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",0.00301,0.18,https://www.youtube.com/watch?v=7ObkAAcmUoo
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 1 in G major, BWV 1007: I. Prélude",0.0993,0.417,https://www.youtube.com/watch?v=1prweT95Mo0
Johann Sebastian Bach,"Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (arr. I. Friedman for piano)",0.0299,0.159,https://www.youtube.com/watch?v=FHqytGT0lqo
Johann Sebastian Bach,"Overture (Suite) No. 2 in B Minor, BWV 1067: VII. Badinerie",0.269,0.964,
Johann Sebastian Bach,"Violin Concerto No. 1 in A minor, BWV 1041: I. (Allegro moderato)",0.351,0.616,https://www.youtube.com/watch?v=J7TFSsqnpHY
Johann Sebastian Bach,Sheep May Safely Graze,0.016,0.118,https://www.youtube.com/watch?v=ZIUCRXMM4pE
Jhené Aiko,Sativa,0.61,0.72,https://www.youtube.com/watch?v=5x-d3pabd5o
Jhené Aiko,Sunshine,0.647,0.393,https://www.youtube.com/watch?v=FTpohtXaJcM
Jhené Aiko,Stay Ready (What A Life),0.493,0.308,https://www.youtube.com/watch?v=l6zyxURZkqo
Jhené Aiko,While We're Young,0.791,0.811,https://www.youtube.com/watch?v=LjvwRSKVQNs
Jhené Aiko,The Worst,0.414,0.123,https://www.youtube.com/watch?v=oEm3lY3trRU
Jhené Aiko,B.S. (feat. H.E.R.),0.525,0.377,https://www.youtube.com/watch?v=DsR2d6EMLdw
Jhené Aiko,P*$$Y Fairy (OTW),0.519,0.35,https://www.youtube.com/watch?v=wy2ujCUtCHU
Jhené Aiko,Blue Dream,0.404,0.369,https://www.youtube.com/watch?v=es3Fm7dLm2o
Jhené Aiko,Never Call Me,0.309,0.131,https://www.youtube.com/watch?v=jnQ4V-wajLY
Jhené Aiko,On The Way (feat. Mila J),0.443,0.658,https://www.youtube.com/watch?v=FhNUzYHyzJM
Alka Yagnik,"Agar Tum Saath Ho (From ""Tamasha"")",0.519,0.415,
Alka Yagnik,"Tip Tip (From ""Sooryavanshi"")",0.929,0.477,https://www.youtube.com/watch?v=l9u8Zb4fY1c
Alka Yagnik,"Ek Din Aap (From ""Yes Boss"")",0.375,0.612,https://www.youtube.com/watch?v=90Q5bMN6u2w
Alka Yagnik,Ae Mere Humsafar,0.499,0.551,https://www.youtube.com/watch?v=sWqjZpBtcxc
Alka Yagnik,Bole Chudiyan,0.875,0.737,https://www.youtube.com/watch?v=IBvg3WeqP1U
Alka Yagnik,Kuch Kuch Hota Hai,0.554,0.848,https://www.youtube.com/watch?v=eJF4DSekiKU
Alka Yagnik,Ladki Badi Anjani Hai,0.774,0.731,https://www.youtube.com/watch?v=WlWlGlvN4L4
Alka Yagnik,Hum Tum,0.682,0.583,https://www.youtube.com/watch?v=rR1Gs1ckl_8
Alka Yagnik,Koi Mil Gaya,0.687,0.815,https://www.youtube.com/watch?v=Jzd4bma3QNo
Alka Yagnik,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",0.498,0.759,https://www.youtube.com/watch?v=0Z7C8LkRRVA
Udit Narayan,"Tip Tip (From ""Sooryavanshi"")",0.929,0.477,https://www.youtube.com/watch?v=l9u8Zb4fY1c
Udit Narayan,Enkeyoo Partha,0.446,0.654,https://www.youtube.com/watch?v=tK6Cq1B-J1Q
Udit Narayan,Main Yahaan Hoon,0.788,0.741,https://www.youtube.com/watch?v=m6Y8xEfyXTs
Udit Narayan,Falak Tak,0.697,0.62,https://www.youtube.com/watch?v=vr8RaNuWjWc
Udit Narayan,Ae Mere Humsafar,0.499,0.551,https://www.youtube.com/watch?v=JllQYyjpKh0
Udit Narayan,Bole Chudiyan,0.875,0.737,https://www.youtube.com/watch?v=IBvg3WeqP1U
Udit Narayan,Kuch Kuch Hota Hai,0.554,0.848,https://www.youtube.com/watch?v=eJF4DSekiKU
Udit Narayan,Pehla Nasha,0.34,0.516,https://www.youtube.com/watch?v=SBfPs-PMGTA
Udit Narayan,Aankhein Khuli,0.635,0.648,https://www.youtube.com/watch?v=eM8Mjuq4MwQ
Udit Narayan,Sona Kitna Sona Hai,0.92,0.849,https://www.youtube.com/watch?v=td1iSp2CgYM
Vishal-Shekhar,"Besharam Rang (From ""Pathaan"")",0.795,0.649,https://www.youtube.com/watch?v=huxhqphtDrM
Vishal-Shekhar,Jhoome Jo Pathaan,0.738,0.616,https://www.youtube.com/watch?v=YxWlaYCA8MU
Vishal-Shekhar,Ishq Wala Love,0.295,0.694,https://www.youtube.com/watch?v=VmH8tELQ3aE
Vishal-Shekhar,Khuda Jaane,0.632,0.716,https://www.youtube.com/watch?v=cmMiyZaSELo
Vishal-Shekhar,"Ghungroo (From ""War"")",0.729,0.872,
Vishal-Shekhar,Nashe Si Chadh Gayi,0.784,0.26,https://www.youtube.com/watch?v=HoCwa6gnmM0
Vishal-Shekhar,Dil Diyan Gallan,0.64,0.485,https://www.youtube.com/watch?v=JtnPpxe8K7c
Vishal-Shekhar,Falak Tak,0.697,0.62,https://www.youtube.com/watch?v=vr8RaNuWjWc
Vishal-Shekhar,Firecracker,0.63,0.64,https://www.youtube.com/watch?v=GX6T2c6QH4Q
Vishal-Shekhar,"O Saki Saki (From ""Batla House"")",0.961,0.567,https://www.youtube.com/watch?v=_uUdJalMaF8
Bibi und Tina,Mädchen auf dem Pferd (feat. Fabian Buch),0.818,0.961,
Bibi und Tina,"Mädchen gegen Jungs (feat. Lina Larissa Strahl, Lisa-Marie Koroll, Phil Laude, Louis H.)",0.809,0.783,https://www.youtube.com/watch?v=2-DltGEXVjk
Bibi und Tina,"Up, up, up (Nobody’s perfect) [feat. Lina Larissa Strahl]",0.779,0.692,https://www.youtube.com/watch?v=j0cmH5xmGlU
Bibi und Tina,"No Risk, no Fun (feat. Lina Larissa Strahl, Emilio Moutaoukkil)",0.593,0.707,
Bibi und Tina,Happy End (feat. Lina Larissa Strahl),0.539,0.35,
Bibi und Tina,Mädchen aus Paris (feat. Tilman Pörzgen),0.672,0.814,
Bibi und Tina,Bester Sommer (feat. Lina Larissa Strahl),0.598,0.408,
Bibi und Tina,98 Prozent (feat. Mavie Hörbiger),0.731,0.77,https://www.youtube.com/watch?v=BCDOlJNiNF8
Bibi und Tina,Ich bleib hier (feat. Lina Larissa Strahl),0.721,0.621,
Bibi und Tina,Ich will mehr (Kakmann Song) [feat. Charly Hübner],0.771,0.84,https://www.youtube.com/watch?v=aAMSfqaiLLg
Yuvan Shankar Raja,"Ennai Vittu (From ""Love Today"")",0.388,0.3,https://www.youtube.com/watch?v=R3w8u-38-Eo
Yuvan Shankar Raja,"Pacha Elai (From ""Love Today"")",0.716,0.413,https://www.youtube.com/watch?v=xGcq2tU7LKM
Yuvan Shankar Raja,"Kanja Poovu Kannala (From ""Viruman"")",0.692,0.52,https://www.youtube.com/watch?v=3c3sV-A8vow
Yuvan Shankar Raja,Enkeyoo Partha,0.446,0.654,https://www.youtube.com/watch?v=tK6Cq1B-J1Q
Yuvan Shankar Raja,Kaadhal Endral,0.324,0.446,https://www.youtube.com/watch?v=dfGpFJW9GHY
Yuvan Shankar Raja,Venmegam,0.426,0.556,https://www.youtube.com/watch?v=JzTNs0gY_ZU
Yuvan Shankar Raja,"Saachitale (From ""Love Today"")",0.599,0.668,https://www.youtube.com/watch?v=18PCf6aq5wI
Yuvan Shankar Raja,Chiru Chiru,0.496,0.645,https://www.youtube.com/watch?v=hCt-H4-5wco
Yuvan Shankar Raja,High On Love,0.779,0.619,https://www.youtube.com/watch?v=IGI4jnKn6IU
Yuvan Shankar Raja,Mamakutty,0.782,0.751,https://www.youtube.com/watch?v=R6343uT7yt8
Bibi Blocksberg,Kapitel 13: Der Hexenbesenausflug (Folge 146),0.435,0.421,
Bibi Blocksberg,Kapitel 12: Der Hexenbesenausflug (Folge 146),0.319,0.767,
Bibi Blocksberg,Kapitel 10: Der Hexenbesenausflug (Folge 146),0.501,0.413,
Bibi Blocksberg,Kapitel 15: Der Hexenbesenausflug (Folge 146),0.292,0.687,
Bibi Blocksberg,Kapitel 17: Der Hexenbesenausflug (Folge 146),0.43,0.391,
Bibi Blocksberg,Kapitel 16: Der Hexenbesenausflug (Folge 146),0.322,0.646,https://www.youtube.com/watch?v=x_FmPs7b0Ms
Bibi Blocksberg,Kapitel 11: Der Hexenbesenausflug (Folge 146),0.2,0.463,
Bibi Blocksberg,Kapitel 08: Der Hexenbesenausflug (Folge 146),0.245,0.566,
Bibi Blocksberg,Kapitel 09: Der Hexenbesenausflug (Folge 146),0.257,0.632,https://www.youtube.com/watch?v=x_FmPs7b0Ms
Bibi Blocksberg,Kapitel 06: Der Hexenbesenausflug (Folge 146),0.218,0.547,
Pearl Jam,Even Flow,0.944,0.265,https://www.youtube.com/watch?v=CxKWTzr-k6s
Pearl Jam,Alive,0.875,0.595,https://www.youtube.com/watch?v=qM0zINtulhM
Pearl Jam,Black,0.684,0.2,https://www.youtube.com/watch?v=sbkE56QVK0I
Pearl Jam,Jeremy,0.846,0.287,https://www.youtube.com/watch?v=MS91knuzoOA
Pearl Jam,Last Kiss,0.692,0.774,https://www.youtube.com/watch?v=uvjTo-hRD5c
Pearl Jam,Just Breathe,0.348,0.283,https://www.youtube.com/watch?v=XTb9GNIxpMk
Pearl Jam,Yellow Ledbetter,0.354,0.292,https://www.youtube.com/watch?v=iYtBMgLfqKQ
Pearl Jam,Daughter - Remastered,0.702,0.734,https://www.youtube.com/watch?v=zgUwd2Gkb-E
Pearl Jam,Better Man,0.671,0.267,https://www.youtube.com/watch?v=_4BObpNQqNo
Pearl Jam,Elderly Woman Behind the Counter in a Small Town - Remastered,0.493,0.167,https://www.youtube.com/watch?v=2z0cKtSlHOU
The Offspring,"You're Gonna Go Far, Kid",0.917,0.601,https://www.youtube.com/watch?v=ql9-82oV2JE
The Offspring,The Kids Aren't Alright,0.943,0.766,https://www.youtube.com/watch?v=7iNbnineUCI
The Offspring,Self Esteem,0.862,0.706,https://www.youtube.com/watch?v=Abrn8aVQ76Q
The Offspring,Pretty Fly (For A White Guy),0.895,0.963,https://www.youtube.com/watch?v=QtTR-_Klcq8
The Offspring,Why Don't You Get A Job,0.882,0.544,https://www.youtube.com/watch?v=LH-i8IvYIcg
The Offspring,Come Out and Play,0.77,0.921,https://www.youtube.com/watch?v=1jOk8dk-qaU
The Offspring,Want You Bad,0.966,0.614,https://www.youtube.com/watch?v=_g19fCJotPc
The Offspring,All I Want,0.973,0.565,https://www.youtube.com/watch?v=us8OhI-OTHg
The Offspring,Gone Away - 1997,0.945,0.294,https://www.youtube.com/watch?v=40V9_1PMUGM
The Offspring,Staring At The Sun,0.952,0.729,https://www.youtube.com/watch?v=R1xM-r4TF6Q
Johnny Cash,Hurt,0.392,0.163,https://www.youtube.com/watch?v=8AHCfZTRGiI
Johnny Cash,Ring of Fire,0.585,0.784,https://www.youtube.com/watch?v=1Osyw6Svv8U
Johnny Cash,Highwayman,0.351,0.45,https://www.youtube.com/watch?v=aFkcAH-m9W0
Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",0.524,0.889,https://www.youtube.com/watch?v=U9uk6NHK-AE
Johnny Cash,Girl from the North Country,0.142,0.305,https://www.youtube.com/watch?v=Je4Eg77YSSA
Johnny Cash,I Walk The Line - Single Version,0.484,0.787,https://www.youtube.com/watch?v=jh169rVMveA
Johnny Cash,God's Gonna Cut You Down,0.485,0.845,https://www.youtube.com/watch?v=eJlN9jdQFSc
Johnny Cash,The Man Comes Around,0.584,0.753,https://www.youtube.com/watch?v=k9IfHDi-2EA
Johnny Cash,Jackson,0.615,0.799,https://www.youtube.com/watch?v=m67eqm0mNCQ
Johnny Cash,(Ghost) Riders in the Sky,0.668,0.56,https://www.youtube.com/watch?v=JMll6TNnTs4
Eagles,Hotel California - 2013 Remaster,0.508,0.609,https://www.youtube.com/watch?v=BciS5krYL80
Eagles,Take It Easy - 2013 Remaster,0.67,0.74,https://www.youtube.com/watch?v=gyTfre9gaYs
Eagles,Please Come Home for Christmas - 2013 Remaster,0.289,0.466,https://www.youtube.com/watch?v=PWQYyP2RWVY
Eagles,Life in the Fast Lane - 2013 Remaster,0.755,0.883,https://www.youtube.com/watch?v=po6QU0z1rSs
Eagles,One of These Nights - 2013 Remaster,0.606,0.765,https://www.youtube.com/watch?v=8vpgoNDi71Q
Eagles,Desperado - 2013 Remaster,0.224,0.18,https://www.youtube.com/watch?v=aelpqWEBHR4
Eagles,Peaceful Easy Feeling - 2013 Remaster,0.634,0.866,https://www.youtube.com/watch?v=KPctA0hT9c8
Eagles,Tequila Sunrise - 2013 Remaster,0.397,0.731,https://www.youtube.com/watch?v=1K0N7UaZpz8
Eagles,Love Will Keep Us Alive,0.374,0.367,https://www.youtube.com/watch?v=3xozqu2exHc
Eagles,New Kid in Town - 2013 Remaster,0.425,0.651,https://www.youtube.com/watch?v=-Pa5nqYXEnY
Korn,Freak On a Leash,0.898,0.525,https://www.youtube.com/watch?v=jRGrNDV2mKc
Korn,Coming Undone,0.677,0.545,https://www.youtube.com/watch?v=CSJXle3LP_Q
Korn,Falling Away from Me,0.769,0.17,https://www.youtube.com/watch?v=2s3iGpDqQpQ
Korn,Got the Life,0.905,0.584,https://www.youtube.com/watch?v=VAWjsVoDpm0
Korn,Twisted Transistor,0.983,0.417,https://www.youtube.com/watch?v=uAq6RjSuwXQ
Korn,Blind - Live at CBGB,0.928,0.38,https://www.youtube.com/watch?v=IzElnzfvi7Q
Korn,Here to Stay,0.947,0.351,https://www.youtube.com/watch?v=pr3x7tS__dE
Korn,Word Up!,0.94,0.818,https://www.youtube.com/watch?v=-M7vOnlcLbo
Korn,Y'all Want a Single,0.811,0.715,https://www.youtube.com/watch?v=ECE27vtp4WU
Korn,A.D.I.D.A.S.,0.898,0.226,https://www.youtube.com/watch?v=239vHrwt8Rs
MGMT,Little Dark Age,0.712,0.62,https://www.youtube.com/watch?v=rtL5oMyBHPs
MGMT,Kids,0.931,0.172,https://www.youtube.com/watch?v=fe4EK4HSPkI
MGMT,Electric Feel,0.803,0.561,https://www.youtube.com/watch?v=MmZexg8sxyk
MGMT,Time to Pretend,0.94,0.421,https://www.youtube.com/watch?v=B9dSYgd5Elk
MGMT,When You Die,0.938,0.495,https://www.youtube.com/watch?v=tmozGmGoJuw
MGMT,Me and Michael,0.841,0.706,https://www.youtube.com/watch?v=OTHHeIAYfuU
MGMT,Congratulations,0.637,0.656,https://www.youtube.com/watch?v=cB7IAXrCkO8
MGMT,Weekend Wars,0.859,0.69,https://www.youtube.com/watch?v=m_-Gld700LE
MGMT,She Works Out Too Much,0.919,0.805,https://www.youtube.com/watch?v=eYt0lRMrt7k
MGMT,TSLAMP,0.879,0.733,https://www.youtube.com/watch?v=T8EL51jlrJA
MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,0.832,0.825,https://www.youtube.com/watch?v=gQtKJbptcns
MF DOOM,Doomsday,0.84,0.792,https://www.youtube.com/watch?v=CRHyBwNtkLA
MF DOOM,One Beer,0.718,0.615,https://www.youtube.com/watch?v=h69FSgua80A
MF DOOM,Hoe Cakes,0.613,0.95,https://www.youtube.com/watch?v=9w1Z3Qq2C8k
MF DOOM,All Caps,0.889,0.666,https://www.youtube.com/watch?v=gSJeHDlhYls
MF DOOM,Meat Grinder,0.717,0.881,https://www.youtube.com/watch?v=tlhealMskXo
MF DOOM,Rhymes Like Dimes,0.752,0.761,https://www.youtube.com/watch?v=5TlZeem3FU8
MF DOOM,Fancy Clown,0.753,0.693,https://www.youtube.com/watch?v=NYpXwlGT7XE
MF DOOM,Accordion,0.631,0.716,https://www.youtube.com/watch?v=rpaonSDPw7Y
MF DOOM,Raid,0.871,0.577,https://www.youtube.com/watch?v=5DSU4OS0JdE
The Cure,Boys Don't Cry - Single Version,0.841,0.689,https://www.youtube.com/watch?v=9GkVhgIeGJQ
The Cure,Friday I'm in Love,0.762,0.505,https://www.youtube.com/watch?v=mGgMZpGYiy8
The Cure,Just like Heaven,0.971,0.764,https://www.youtube.com/watch?v=n3nPiBai66M
The Cure,Close to Me - 2006 Remaster,0.524,0.961,https://www.youtube.com/watch?v=YdPt9Nexv2U
The Cure,In Between Days - 2006 Remaster,0.83,0.711,https://www.youtube.com/watch?v=scif2vfg1ug
The Cure,Lovesong - 2010 Remaster,0.813,0.821,https://www.youtube.com/watch?v=ks_qOI0lzho
The Cure,A Forest - 2006 Remaster,0.62,0.421,https://www.youtube.com/watch?v=xik-y0xlpZ0
The Cure,Lullaby - 2010 Remaster,0.557,0.586,https://www.youtube.com/watch?v=ijxk-fgcg7c
The Cure,The Lovecats,0.569,0.967,https://www.youtube.com/watch?v=mcUza_wWCfA
The Cure,Pictures of You - 2010 Remaster,0.776,0.495,https://www.youtube.com/watch?v=UmFFTkjs-O0
Jack Johnson,Better Together,0.347,0.659,https://www.youtube.com/watch?v=seZMOTGCDag
Jack Johnson,Upside Down,0.647,0.694,https://www.youtube.com/watch?v=dqUdI4AIDF0
Jack Johnson,Banana Pancakes,0.375,0.615,https://www.youtube.com/watch?v=tH5Q9-M6t8c
Jack Johnson,"Sitting, Waiting, Wishing",0.535,0.548,https://www.youtube.com/watch?v=YoyXXQPd3LE
Jack Johnson,Roll Me Up and Smoke Me When I Die - Live,0.813,0.344,https://www.youtube.com/watch?v=kn-AB78kvvE
Jack Johnson,I Got You,0.399,0.544,https://www.youtube.com/watch?v=dBWFUVq85gs
Jack Johnson,Angel,0.0568,0.357,https://www.youtube.com/watch?v=l9823U4mj2k
Jack Johnson,Gone,0.338,0.756,https://www.youtube.com/watch?v=63XFJnk-Nzk
Jack Johnson,Flake,0.654,0.962,https://www.youtube.com/watch?v=1Fa_MLOQyMI
Jack Johnson,Sunsets For Somebody Else,0.229,0.603,https://www.youtube.com/watch?v=bXiPDy4VQLY
Outkast,Ms. Jackson,0.806,0.613,https://www.youtube.com/watch?v=MYxAiK6VnXw
Outkast,Hey Ya!,0.974,0.965,https://www.youtube.com/watch?v=PWgvGjAhvIw
Outkast,"So Fresh, So Clean",0.64,0.915,https://www.youtube.com/watch?v=-JfEJq56IwI
Outkast,Roses,0.708,0.509,https://www.youtube.com/watch?v=gWju37TZfo0
Outkast,ATLiens,0.734,0.608,https://www.youtube.com/watch?v=ktc9hsSfUck
Outkast,The Way You Move (feat. Sleepy Brown),0.597,0.635,https://www.youtube.com/watch?v=xI5NQ-0Ubfs
Outkast,Rosa Parks,0.701,0.251,https://www.youtube.com/watch?v=drsQLEU0N1Y
Outkast,B.O.B. - Bombs Over Baghdad,0.978,0.653,https://www.youtube.com/watch?v=lVehcuJXe6I
Outkast,Da Art of Storytellin' (Pt. 1),0.856,0.402,https://www.youtube.com/watch?v=F0tamp9XdqU
Outkast,Player's Ball,0.764,0.578,https://www.youtube.com/watch?v=vFofKGKlWo4
Ice Cube,It Was A Good Day,0.744,0.794,https://www.youtube.com/watch?v=h4UqMyldS7Q
Ice Cube,You Know How We Do It,0.52,0.601,https://www.youtube.com/watch?v=rzRqEWJYwX4
Ice Cube,Check Yo Self - Remix,0.735,0.768,https://www.youtube.com/watch?v=bueFTrwHFEs
Ice Cube,No Vaseline,0.927,0.473,https://www.youtube.com/watch?v=IOHPP_EkM_4
Ice Cube,Why We Thugs,0.59,0.653,https://www.youtube.com/watch?v=FRZ3TdpEn-o
Ice Cube,Ain't Got No Haters (feat. Too Short),0.925,0.715,https://www.youtube.com/watch?v=nCkblLhs0-4
Ice Cube,Hello,0.61,0.627,https://www.youtube.com/watch?v=DiOIHoAaD70
Ice Cube,You Can Do It,0.853,0.887,https://www.youtube.com/watch?v=6auk1TkGtVQ
Ice Cube,Gangsta Rap Made Me Do It,0.745,0.388,https://www.youtube.com/watch?v=1WkvomHrfVo
Phil Collins,You Can't Hurry Love - 2016 Remaster,0.936,0.763,https://www.youtube.com/watch?v=C9IwBJYTwQ0
Phil Collins,In The Air Tonight - 2015 Remastered,0.239,0.298,https://www.youtube.com/watch?v=rvUjjtZ_opk
Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,0.498,0.111,https://www.youtube.com/watch?v=wuvtoyVi7vY
Phil Collins,Another Day in Paradise - 2016 Remaster,0.565,0.365,https://www.youtube.com/watch?v=Qt2mbGP6vFI
Phil Collins,"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",0.748,0.614,https://www.youtube.com/watch?v=w0ZHlp6atUQ
Phil Collins,Easy Lover,0.923,0.93,https://www.youtube.com/watch?v=JkRKT6T0QLg
Phil Collins,One More Night - 2016 Remaster,0.442,0.343,https://www.youtube.com/watch?v=zKVq-P3z5Vg
Phil Collins,A Groovy Kind of Love,0.306,0.182,https://www.youtube.com/watch?v=HsC_SARyPzk
Phil Collins,Sussudio - 2016 Remaster,0.935,0.725,https://www.youtube.com/watch?v=r0qBaBb1Y-U
Phil Collins,Do You Remember? - 2016 Remaster,0.509,0.525,https://www.youtube.com/watch?v=hhfx1MdjnZc
John Williams,Carol of the Bells,0.106,0.8,https://www.youtube.com/watch?v=gXGsblqxIOo
John Williams,Somewhere in My Memory - Chorus & Orchestra Version,0.0767,0.146,https://www.youtube.com/watch?v=GkaXLh1eUZk
John Williams,Theme From Jurassic Park,0.132,0.0627,https://www.youtube.com/watch?v=-NqaupGcCpw
John Williams,Duel of the Fates,0.411,0.282,https://www.youtube.com/watch?v=nIgZS5tieeE
John Williams,Theme From Schindler's List,0.113,0.0697,https://www.youtube.com/watch?v=YqVRcFQagtI
John Williams,"Main Title ""Somewhere in My Memory"" (From ""Home Alone"") - Voice",0.0719,0.0784,https://www.youtube.com/watch?v=5kHH6LJpEbQ
John Williams,Hedwig's Theme,0.162,0.077,https://www.youtube.com/watch?v=QrTrmnpTNwY
John Williams,Prologue,0.0188,0.0819,https://www.youtube.com/watch?v=Ib00IxPXhQQ
John Williams,The Imperial March (Darth Vader's Theme),0.379,0.284,https://www.youtube.com/watch?v=QYMETt578MM
John Williams,O Holy Night,0.127,0.0386,https://www.youtube.com/watch?v=TW1lHKDhWKc
Soda Stereo,De Música Ligera,0.714,0.76,https://www.youtube.com/watch?v=T_FkEw27XJ0
Soda Stereo,Cuando Pase el Temblor,0.539,0.758,https://www.youtube.com/watch?v=ZNzYr4U7Zs8
Soda Stereo,Trátame Suavemente - Remasterizado 2007,0.8,0.532,https://www.youtube.com/watch?v=UPVfQKUHTSc
Soda Stereo,Persiana Americana,0.915,0.485,https://www.youtube.com/watch?v=jyLSoS2Bnr8
Soda Stereo,Nada Personal,0.915,0.439,https://www.youtube.com/watch?v=D3doLgkqDSo
Soda Stereo,Te Para 3 - MTV Unplugged,0.339,0.117,https://www.youtube.com/watch?v=yDDvp-cmw8c
Soda Stereo,Prófugos - Remasterizado 2007,0.895,0.359,https://www.youtube.com/watch?v=eguctGjUNLI
Soda Stereo,En La Ciudad De La Furia - Remasterizado 2007,0.803,0.715,https://www.youtube.com/watch?v=AVEDgT_lG60
Soda Stereo,Juegos de Seducción,0.914,0.641,https://www.youtube.com/watch?v=LqWVfv35WMM
